date,new_cases,people_fully_vaccinated
03.03.21,6386,963862
03.03.21,0,15023
03.03.21,2697,348191
03.03.21,14,3
03.03.21,4211,267153
03.03.21,6808,1100228
03.03.21,17,7710
03.03.21,17407,2876927
03.03.21,559,156990
03.03.21,4267,3597813
03.03.21,20840,1534195
03.03.21,31,9875
03.03.21,424,10157
03.03.21,5,845
03.03.21,526,77464
03.03.21,270,12733
03.03.21,919,18038
03.03.21,594,360689
03.03.21,7793,589639
03.03.21,233,30329
03.03.21,1745,36
03.03.21,689,195860
03.03.21,5,1
03.03.21,10864,468861
03.03.21,80711,12180688
03.03.21,141127,12210353
03.03.21,177978,15457364
03.03.21,230297,52398402
03.03.21,53292,4356881
03.03.21,82282,33664423
03.03.21,43,4365
03.03.21,93151,2881500
03.03.21,158411,7901918
03.03.21,445029,64657201
03.03.21,722,5881
03.03.21,0,14247
03.03.21,15698,1281179
03.03.21,979,293652
03.03.21,1341,3
03.03.21,4278,619808
03.03.21,10416,1201919
03.03.21,23,212107
03.03.21,4056,534751
03.03.21,1210,54689
03.03.21,0,24602
03.03.21,11520,2077031
03.03.21,67344,32438417
03.03.21,1447,83570
04.03.21,7432,310766
04.03.21,14,19
04.03.21,2324,260265
04.03.21,2643,368281
04.03.21,2198,46712
04.03.21,969,9162
04.03.21,76022,2468014
04.03.21,3132,572020
04.03.21,1223,321630
04.03.21,4567,389236
04.03.21,15230,261682
04.03.21,11393,2430261
04.03.21,520,172560
04.03.21,263,6635
04.03.21,6037,1342485
04.03.21,1417,43396
04.03.21,25279,1848286
04.03.21,0,3156
04.03.21,6574,1034068
04.03.21,0,15155
04.03.21,2217,355559
04.03.21,9,3
04.03.21,667,60000
04.03.21,6278,279727
04.03.21,35,7711
04.03.21,16838,3208668
04.03.21,460,158669
04.03.21,0,12707
04.03.21,3922,3676875
04.03.21,22845,1581502
04.03.21,23,11135
04.03.21,398,10608
04.03.21,5,855
04.03.21,547,82704
04.03.21,208,13462
04.03.21,646,18162
04.03.21,394,413032
04.03.21,16,7163
04.03.21,362,31034
04.03.21,2063,51
04.03.21,570,214950
04.03.21,0,1
04.03.21,12578,529681
04.03.21,81101,12724428
04.03.21,137968,12580037
04.03.21,177784,16076912
04.03.21,229633,54353085
04.03.21,57431,4742225
04.03.21,83681,34901402
04.03.21,21,4369
04.03.21,102434,3227297
04.03.21,167706,8368779
04.03.21,457599,67464089
04.03.21,540,5882
04.03.21,6672,43481
04.03.21,15253,1366648
04.03.21,830,298685
04.03.21,1439,3
04.03.21,4271,627159
04.03.21,11263,1309569
04.03.21,19,213847
04.03.21,3866,563922
04.03.21,1019,59355
04.03.21,231,24620
04.03.21,11322,2206502
04.03.21,68884,33670138
04.03.21,1404,92029
05.03.21,7891,327092
05.03.21,8,24
05.03.21,2668,263457
05.03.21,2759,375189
05.03.21,3004,49938
05.03.21,937,9162
05.03.21,72505,2617603
05.03.21,2873,575585
05.03.21,1222,335928
05.03.21,5331,551002
05.03.21,347,51224
05.03.21,3,8878
05.03.21,14714,267108
05.03.21,9581,2497691
05.03.21,614,178065
05.03.21,1335,6650
05.03.21,1534,45028
05.03.21,23507,1911537
05.03.21,0,3312
05.03.21,5946,1090840
05.03.21,1,15403
05.03.21,2181,361427
05.03.21,11,3
05.03.21,6369,304880
05.03.21,6971,1114537
05.03.21,59,8091
05.03.21,18284,3501021
05.03.21,520,161054
05.03.21,1,12708
05.03.21,3058,3717307
05.03.21,24010,1634019
05.03.21,21,14055
05.03.21,417,10952
05.03.21,2,858
05.03.21,437,87418
05.03.21,186,14016
05.03.21,746,18303
05.03.21,420,499942
05.03.21,6797,603134
05.03.21,283,31710
05.03.21,2154,57
05.03.21,690,221789
05.03.21,9,3
05.03.21,8541,624742
05.03.21,81062,13179189
05.03.21,137771,12849099
05.03.21,177691,16538473
05.03.21,226729,56190651
05.03.21,57139,5138717
05.03.21,81549,36218445
05.03.21,144,4376
05.03.21,99166,3587322
05.03.21,162234,8823179
05.03.21,448153,70152547
05.03.21,462,5892
05.03.21,4878,75810
05.03.21,949,304494
05.03.21,1501,3
05.03.21,4342,636053
05.03.21,10906,1393676
05.03.21,9,214794
05.03.21,4071,593617
05.03.21,880,65136
05.03.21,11302,2309952
05.03.21,68127,34963884
05.03.21,1313,100180
06.03.21,5,24
06.03.21,2557,266021
06.03.21,2799,375877
06.03.21,1426,50051
06.03.21,612,199374
06.03.21,653,9785
06.03.21,66904,2688684
06.03.21,2763,578045
06.03.21,0,338772
06.03.21,5033,575150
06.03.21,13162,267971
06.03.21,8264,2546439
06.03.21,394,181231
06.03.21,1873,6652
06.03.21,1540,45248
06.03.21,23392,1929325
06.03.21,0,3674
06.03.21,6039,1122402
06.03.21,3,15572
06.03.21,2301,366360
06.03.21,8,4
06.03.21,7269,307573
06.03.21,71,8485
06.03.21,18754,3754041
06.03.21,530,161182
06.03.21,3262,3742635
06.03.21,23633,1673266
06.03.21,34,15983
06.03.21,416,11080
06.03.21,1,861
06.03.21,464,87561
06.03.21,0,14132
06.03.21,595,18309
06.03.21,407,578942
06.03.21,6561,603447
06.03.21,345,32420
06.03.21,1680,60
06.03.21,5339,361838
06.03.21,363,222322
06.03.21,1,4
06.03.21,9964,705135
06.03.21,77458,13723361
06.03.21,121801,13131589
06.03.21,158230,16991350
06.03.21,203510,57609895
06.03.21,55995,5473288
06.03.21,74407,37078774
06.03.21,6,4377
06.03.21,94249,3700183
06.03.21,151736,9119997
06.03.21,414314,72203180
06.03.21,734,5892
06.03.21,8447,92817
06.03.21,14855,1424715
06.03.21,1007,313101
06.03.21,1158,3
06.03.21,4064,644707
06.03.21,10909,1501746
06.03.21,13,215452
06.03.21,3519,620067
06.03.21,921,65732
06.03.21,11770,2373684
06.03.21,61146,35821440
06.03.21,1227,101573
07.03.21,2922,343204
07.03.21,12,24
07.03.21,2199,266692
07.03.21,2082,376085
07.03.21,497,50056
07.03.21,476,201442
07.03.21,323,9785
07.03.21,81684,2720738
07.03.21,2552,579691
07.03.21,0,339703
07.03.21,5302,582051
07.03.21,298,28741
07.03.21,9167,268813
07.03.21,6504,2579973
07.03.21,513,185354
07.03.21,1560,6652
07.03.21,0,1383488
07.03.21,1319,45260
07.03.21,511,88285
07.03.21,21825,1934787
07.03.21,5177,1142643
07.03.21,2,15572
07.03.21,16,5
07.03.21,6201,307929
07.03.21,5826,1133787
07.03.21,81,8966
07.03.21,18599,3761107
07.03.21,520,161190
07.03.21,1848,3815447
07.03.21,20724,1693704
07.03.21,24,17565
07.03.21,346,11154
07.03.21,2,861
07.03.21,415,87562
07.03.21,322,18318
07.03.21,182,32862
07.03.21,1683,66
07.03.21,396,222344
07.03.21,6,4
07.03.21,8462,705135
07.03.21,77396,13845374
07.03.21,102472,13335842
07.03.21,132400,17243667
07.03.21,164830,58254041
07.03.21,53363,5501186
07.03.21,51179,37422569
07.03.21,119,4377
07.03.21,104267,3757721
07.03.21,153082,9223616
07.03.21,373823,72978843
07.03.21,357,5893
07.03.21,6670,95288
07.03.21,682,317254
07.03.21,3288,652567
07.03.21,10478,1527349
07.03.21,13,215885
07.03.21,3042,620853
07.03.21,5210,218302
07.03.21,382,65732
07.03.21,0,345843
07.03.21,11187,2392405
07.03.21,42147,36163588
07.03.21,862,101573
08.03.21,27,1172
08.03.21,5058,343701
08.03.21,15,24
08.03.21,1910,268118
08.03.21,1117,378154
08.03.21,2995,50653
08.03.21,653,202679
08.03.21,463,9830
08.03.21,36585,2852528
08.03.21,4082,589736
08.03.21,2744,350017
08.03.21,4748,796202
08.03.21,0,52745
08.03.21,3960,273672
08.03.21,5129,2631850
08.03.21,425,191085
08.03.21,115,6652
08.03.21,11958,1412236
08.03.21,1180,45561
08.03.21,5502,1985505
08.03.21,2,3808
08.03.21,4713,1181431
08.03.21,0,15809
08.03.21,1161,372423
08.03.21,9,5
08.03.21,94,63056
08.03.21,2696,314485
08.03.21,108,9253
08.03.21,15388,4065450
08.03.21,432,162672
08.03.21,5,12710
08.03.21,3541,3888693
08.03.21,13882,1741237
08.03.21,0,22961
08.03.21,446,11361
08.03.21,1326,38000
08.03.21,2,866
08.03.21,216,88528
08.03.21,381,14291
08.03.21,194,18363
08.03.21,102,651351
08.03.21,1877,604339
08.03.21,201,34181
08.03.21,1529,80
08.03.21,828,222421
08.03.21,4,4
08.03.21,9285,779759
08.03.21,79336,14275857
08.03.21,69751,13572450
08.03.21,103723,17539374
08.03.21,136441,59683124
08.03.21,49190,5883379
08.03.21,52674,38279944
08.03.21,161,4377
08.03.21,58512,4116891
08.03.21,115862,9429699
08.03.21,303691,74996202
08.03.21,402,5901
08.03.21,6212,107975
08.03.21,6169,1434640
08.03.21,365,324862
08.03.21,1817,3
08.03.21,2280,657741
08.03.21,10145,1532861
08.03.21,13,217373
08.03.21,4091,623424
08.03.21,210,66128
08.03.21,29,26567
08.03.21,13215,2436957
08.03.21,43381,37008497
08.03.21,638,101841
09.03.21,7307,347170
09.03.21,13,27
09.03.21,2411,271745
09.03.21,2163,385712
09.03.21,3502,51644
09.03.21,545,203915
09.03.21,885,9870
09.03.21,71294,2991584
09.03.21,3074,593845
09.03.21,1378,362976
09.03.21,3531,1033814
09.03.21,10524,280058
09.03.21,6834,2686820
09.03.21,527,197970
09.03.21,496,6652
09.03.21,4012,1447838
09.03.21,1308,46707
09.03.21,23127,2042175
09.03.21,5767,1254353
09.03.21,6,15962
09.03.21,3181,377848
09.03.21,21,6
09.03.21,6494,317906
09.03.21,87,9262
09.03.21,17921,4363679
09.03.21,306,165759
09.03.21,3146,3965261
09.03.21,19725,1790742
09.03.21,113,33646
09.03.21,470,11741
09.03.21,0,869
09.03.21,470,89909
09.03.21,145,14442
09.03.21,472,18392
09.03.21,508,717113
09.03.21,7407,605801
09.03.21,248,35093
09.03.21,1280,142
09.03.21,3,2422
09.03.21,714,226840
09.03.21,1,4
09.03.21,427,19019
09.03.21,7805,850734
09.03.21,83156,14774495
09.03.21,123539,13829305
09.03.21,154174,17900876
09.03.21,196368,61422625
09.03.21,49118,6258095
09.03.21,71014,39360249
09.03.21,138,6852
09.03.21,99408,4504586
09.03.21,168012,9717072
09.03.21,415695,77397792
09.03.21,523,5902
09.03.21,8847,115493
09.03.21,9953,1445170
09.03.21,847,327040
09.03.21,2125,3
09.03.21,13,4399
09.03.21,4989,663642
09.03.21,9342,1544760
09.03.21,6,219332
09.03.21,4576,625707
09.03.21,743,66628
09.03.21,13755,2546475
09.03.21,55490,38083230
09.03.21,991,107054
10.03.21,41,1264
10.03.21,7693,349454
10.03.21,16,28
10.03.21,2528,276330
10.03.21,3434,395039
10.03.21,2774,52735
10.03.21,628,206072
10.03.21,7,10332
10.03.21,841,9878
10.03.21,81467,3167810
10.03.21,2985,599261
10.03.21,1491,374153
10.03.21,3885,1299467
10.03.21,15380,287017
10.03.21,21163,2754298
10.03.21,2007,204885
10.03.21,1727,6828
10.03.21,7119,1503258
10.03.21,1482,49232
10.03.21,29627,2099254
10.03.21,5926,1351515
10.03.21,1,15962
10.03.21,2629,383441
10.03.21,8,7
10.03.21,5653,327428
10.03.21,5633,1262878
10.03.21,74,9283
10.03.21,22854,4650530
10.03.21,631,169729
10.03.21,3230,4023894
10.03.21,22275,1845385
10.03.21,1313,35
10.03.21,39,39881
10.03.21,465,12229
10.03.21,3581,11875
10.03.21,0,871
10.03.21,486,92487
10.03.21,234,14776
10.03.21,639,18435
10.03.21,453,854274
10.03.21,6602,606000
10.03.21,510,36246
10.03.21,0,40
10.03.21,1448,153
10.03.21,685,244779
10.03.21,6,4
10.03.21,426,19019
10.03.21,10421,1010055
10.03.21,89783,15341011
10.03.21,161002,14134445
10.03.21,195970,18584439
10.03.21,237966,63443812
10.03.21,59032,6817441
10.03.21,71792,40630132
10.03.21,56,6853
10.03.21,102272,4954008
10.03.21,170332,10265245
10.03.21,470294,80526498
10.03.21,542,5904
10.03.21,0,120568
10.03.21,642,328946
10.03.21,2028,3
10.03.21,4564,672685
10.03.21,8976,1775478
10.03.21,10,222143
10.03.21,4590,647019
10.03.21,953,71604
10.03.21,0,26894
10.03.21,14556,2614803
10.03.21,57528,39345769
10.03.21,1477,128887
11.03.21,8204,354519
11.03.21,12,32
11.03.21,2997,281883
11.03.21,3503,405302
11.03.21,3121,53859
11.03.21,653,208325
11.03.21,778,9938
11.03.21,77071,3314668
11.03.21,3123,604339
11.03.21,1409,387069
11.03.21,5563,1545209
11.03.21,14529,295391
11.03.21,4745,2815273
11.03.21,862,212537
11.03.21,1116,12460
11.03.21,6255,1583244
11.03.21,1956,52279
11.03.21,28033,2162219
11.03.21,6753,1445078
11.03.21,3,16517
11.03.21,2570,390629
11.03.21,22,7
11.03.21,8312,351694
11.03.21,5144,1295615
11.03.21,65,9293
11.03.21,23285,4729079
11.03.21,591,171814
11.03.21,1,12763
11.03.21,2758,4092930
11.03.21,25649,1905231
11.03.21,1317,443
11.03.21,62,47515
11.03.21,488,12811
11.03.21,3502,15084
11.03.21,7,880
11.03.21,606,93175
11.03.21,265,15323
11.03.21,638,18451
11.03.21,464,972079
11.03.21,283,37182
11.03.21,1647,161
11.03.21,872,262199
11.03.21,1,4
11.03.21,15244,1137129
11.03.21,91865,15618706
11.03.21,149235,14607362
11.03.21,187531,19333455
11.03.21,231763,65745994
11.03.21,65879,7054226
11.03.21,76275,42024646
11.03.21,150,6857
11.03.21,108820,5363269
11.03.21,179099,10683842
11.03.21,479885,83484062
11.03.21,474,5904
11.03.21,7434,126472
11.03.21,21111,1555400
11.03.21,627,337944
11.03.21,1814,3
11.03.21,5236,682929
11.03.21,9167,1907924
11.03.21,8,225569
11.03.21,4595,666146
11.03.21,860,79538
11.03.21,11,27036
11.03.21,14046,2694656
11.03.21,61934,40735205
11.03.21,1474,138014
12.03.21,7849,378662
12.03.21,10,34
12.03.21,3126,287366
12.03.21,3615,419211
12.03.21,3159,57336
12.03.21,744,210225
12.03.21,1186,10000
12.03.21,1084,9951
12.03.21,82471,3470065
12.03.21,3573,607832
12.03.21,1333,398514
12.03.21,5973,1768455
12.03.21,1261,53898
12.03.21,5,10116
12.03.21,11274,303886
12.03.21,12770,2886399
12.03.21,645,222692
12.03.21,1259,19186
12.03.21,1357,54344
12.03.21,25038,2215622
12.03.21,0,3931
12.03.21,6609,1532754
12.03.21,,7883
12.03.21,4,16526
12.03.21,2357,398933
12.03.21,60,7
12.03.21,823,67533
12.03.21,9011,377343
12.03.21,6412,1339362
12.03.21,66,9909
12.03.21,24882,5142953
12.03.21,641,173140
12.03.21,2,12844
12.03.21,1948,4134302
12.03.21,26790,1966391
12.03.21,1271,3348
12.03.21,39,52532
12.03.21,490,13320
12.03.21,2930,17711
12.03.21,1,882
12.03.21,364,100518
12.03.21,182,15557
12.03.21,632,18465
12.03.21,431,1224959
12.03.21,6816,609460
12.03.21,329,38333
12.03.21,1575,170
12.03.21,905,270843
12.03.21,5,10
12.03.21,9866,1397210
12.03.21,93819,16324675
12.03.21,149355,14955356
12.03.21,193441,19837548
12.03.21,233463,67991171
12.03.21,69110,7769757
12.03.21,78853,43554500
12.03.21,52,6865
12.03.21,113551,5790536
12.03.21,183872,11150406
12.03.21,489582,86911334
12.03.21,7114,144214
12.03.21,18873,1595520
12.03.21,577,352247
12.03.21,1766,3
12.03.21,5010,693548
12.03.21,10,230522
12.03.21,4668,701100
12.03.21,770,84719
12.03.21,14941,2883712
12.03.21,63058,42255715
12.03.21,1225,145215
13.03.21,6278,418625
13.03.21,5,34
13.03.21,3023,293241
13.03.21,3598,421479
13.03.21,2019,57767
13.03.21,579,212117
13.03.21,680,9951
13.03.21,70343,3553762
13.03.21,2915,610828
13.03.21,0,400754
13.03.21,5894,1794649
13.03.21,4465,33242
13.03.21,15110,305198
13.03.21,10568,2936796
13.03.21,613,228350
13.03.21,1450,19891
13.03.21,1586,54495
13.03.21,29759,2230866
13.03.21,5534,1584909
13.03.21,0,16526
13.03.21,2503,406067
13.03.21,47,8
13.03.21,9444,392703
13.03.21,4607,1454836
13.03.21,77,11100
13.03.21,25320,5430774
13.03.21,538,173305
13.03.21,1601,4159524
13.03.21,26031,2014931
13.03.21,41,56784
13.03.21,459,13493
13.03.21,4,882
13.03.21,598,101232
13.03.21,0,15581
13.03.21,578,18470
13.03.21,451,1471738
13.03.21,6104,609874
13.03.21,298,39099
13.03.21,1470,172
13.03.21,6396,449572
13.03.21,854,271192
13.03.21,1,16
13.03.21,10358,1644318
13.03.21,88604,16915009
13.03.21,146752,15230772
13.03.21,185831,20206555
13.03.21,220036,69386703
13.03.21,68481,8424083
13.03.21,67870,44573250
13.03.21,10,6871
13.03.21,100342,6003777
13.03.21,160737,11538994
13.03.21,453015,89349780
13.03.21,8039,173654
13.03.21,21063,1602745
13.03.21,564,365719
13.03.21,1479,3
13.03.21,4964,704229
13.03.21,8,233991
13.03.21,4092,738756
13.03.21,850,86979
13.03.21,15082,3035740
13.03.21,55400,43271055
13.03.21,1541,145544
14.03.21,3697,448733
14.03.21,13,35
14.03.21,2503,297519
14.03.21,2962,422801
14.03.21,679,58417
14.03.21,597,214181
14.03.21,385,9951
14.03.21,43448,3568455
14.03.21,2645,612782
14.03.21,0,401216
14.03.21,5731,1798488
14.03.21,4062,39548
14.03.21,6970,306354
14.03.21,8978,2972500
14.03.21,541,237230
14.03.21,1555,19898
14.03.21,935,54549
14.03.21,863,89202
14.03.21,26428,2234284
14.03.21,4618,1610280
14.03.21,0,17579
14.03.21,24,8
14.03.21,8863,398962
14.03.21,4714,1460222
14.03.21,44,11337
14.03.21,26291,5455653
14.03.21,383,173320
14.03.21,1178,4233428
14.03.21,21304,2048333
14.03.21,,5621
14.03.21,20,57593
14.03.21,382,13602
14.03.21,6,882
14.03.21,431,101234
14.03.21,297,18475
14.03.21,2415,609881
14.03.21,268,39695
14.03.21,1354,176
14.03.21,640,271334
14.03.21,7,30
14.03.21,8561,1644318
14.03.21,90711,17087541
14.03.21,118383,15409680
14.03.21,150520,20462261
14.03.21,176126,70100171
14.03.21,63349,8455157
14.03.21,46869,45002810
14.03.21,397,6886
14.03.21,66772,6061446
14.03.21,121677,11709934
14.03.21,363830,90265262
14.03.21,5353,176370
14.03.21,17272,1606154
14.03.21,541,371084
14.03.21,942,3
14.03.21,4383,713206
14.03.21,17,235808
14.03.21,4226,782668
14.03.21,4703,243164
14.03.21,520,86979
14.03.21,0,385480
14.03.21,13378,3099300
14.03.21,38626,43698654
15.03.21,23,1265
15.03.21,6164,451311
15.03.21,7,223
15.03.21,1896,299887
15.03.21,1578,427572
15.03.21,4637,59994
15.03.21,682,216826
15.03.21,5,11674
15.03.21,670,9996
15.03.21,44314,3675786
15.03.21,3790,618169
15.03.21,3170,411397
15.03.21,5121,2071040
15.03.21,2740,44967
15.03.21,0,57994
15.03.21,3342,315135
15.03.21,6543,3031822
15.03.21,612,246745
15.03.21,277,21040
15.03.21,11358,1693674
15.03.21,1279,54882
15.03.21,6444,2266858
15.03.21,5090,1663646
15.03.21,0,18629
15.03.21,1134,407790
15.03.21,30,8
15.03.21,7706,399505
15.03.21,5589,1572786
15.03.21,29,11337
15.03.21,24492,5867948
15.03.21,575,174298
15.03.21,11,12888
15.03.21,1936,4311654
15.03.21,15252,2118837
15.03.21,9417,48379
15.03.21,695,7877
15.03.21,961,18807
15.03.21,0,60115
15.03.21,363,14715
15.03.21,1505,22923
15.03.21,3,885
15.03.21,259,102369
15.03.21,423,15907
15.03.21,178,18549
15.03.21,159,1767472
15.03.21,1439,609889
15.03.21,213,40681
15.03.21,1208,179
15.03.21,865,271812
15.03.21,2,297
15.03.21,556,19019
15.03.21,8444,1942667
15.03.21,93780,17998100
15.03.21,86499,15736182
15.03.21,124059,20862487
15.03.21,159951,71719054
15.03.21,62279,9278317
15.03.21,61582,45879538
15.03.21,135,7341
15.03.21,67440,6480468
15.03.21,130838,12173230
15.03.21,355440,93170601
15.03.21,4443,206175
15.03.21,10895,1610293
15.03.21,256,377464
15.03.21,1400,153
15.03.21,2972,722956
15.03.21,12,241843
15.03.21,4634,791269
15.03.21,205,87272
15.03.21,59,27442
15.03.21,15503,3349666
15.03.21,53155,44564549
15.03.21,613,147753
16.03.21,8235,476833
16.03.21,17,525
16.03.21,2425,306418
16.03.21,3165,431945
16.03.21,4374,61728
16.03.21,686,219298
16.03.21,929,10007
16.03.21,85645,3796406
16.03.21,3017,622683
16.03.21,1438,425076
16.03.21,4551,2314754
16.03.21,3716,47210
16.03.21,0,11648
16.03.21,10542,325674
16.03.21,9673,3100154
16.03.21,771,255891
16.03.21,356,21043
16.03.21,4962,1728537
16.03.21,1462,55764
16.03.21,30002,2306314
16.03.21,0,3979
16.03.21,5295,1759445
16.03.21,7,19579
16.03.21,41,800
16.03.21,1508,420630
16.03.21,18,8
16.03.21,4926,406746
16.03.21,5414,1716749
16.03.21,44,11340
16.03.21,28903,6202499
16.03.21,347,178096
16.03.21,1790,4383093
16.03.21,20376,2191515
16.03.21,1133,9347
16.03.21,180,75100
16.03.21,469,15677
16.03.21,3480,29066
16.03.21,2,1084
16.03.21,646,107044
16.03.21,185,16483
16.03.21,643,18685
16.03.21,526,1960996
16.03.21,313,40859
16.03.21,1063,185
16.03.21,2,3634
16.03.21,1150,272606
16.03.21,2,530
16.03.21,9054,2146524
16.03.21,102248,18979651
16.03.21,141038,16044639
16.03.21,180018,21285074
16.03.21,209745,73500920
16.03.21,69826,9965352
16.03.21,63510,46928601
16.03.21,126,10327
16.03.21,113439,6897863
16.03.21,185823,12781768
16.03.21,468395,96248040
16.03.21,6568,231112
16.03.21,14394,1621287
16.03.21,384,380479
16.03.21,1934,498
16.03.21,15,5638
16.03.21,6118,738641
16.03.21,11,249093
16.03.21,5201,793926
16.03.21,918,88057
16.03.21,16749,3747976
16.03.21,9730,1
16.03.21,53496,45607566
16.03.21,933,157286
17.03.21,8304,497987
17.03.21,12,1346
17.03.21,3335,314726
17.03.21,5116,440874
17.03.21,4201,63752
17.03.21,768,222573
17.03.21,1068,10061
17.03.21,88652,3923217
17.03.21,3433,628165
17.03.21,1858,440982
17.03.21,3430,2530859
17.03.21,4554,53118
17.03.21,14029,336185
17.03.21,17850,3181337
17.03.21,787,264720
17.03.21,2744,21057
17.03.21,6092,1804615
17.03.21,1783,56169
17.03.21,38468,2345036
17.03.21,0,3997
17.03.21,5758,1879054
17.03.21,0,20147
17.03.21,3458,430089
17.03.21,11,9
17.03.21,3456,421915
17.03.21,6825,1876140
17.03.21,35871,6542468
17.03.21,552,180500
17.03.21,2,13522
17.03.21,1475,4442063
17.03.21,23040,2272844
17.03.21,9535,52412
17.03.21,1533,14289
17.03.21,36,94458
17.03.21,445,16522
17.03.21,3544,32671
17.03.21,3,1300
17.03.21,599,115001
17.03.21,297,16947
17.03.21,818,18796
17.03.21,466,2116081
17.03.21,6455,626881
17.03.21,211,41621
17.03.21,0,194
17.03.21,1219,248
17.03.21,1064,274572
17.03.21,0,895
17.03.21,548,19019
17.03.21,10977,2312736
17.03.21,115468,19998781
17.03.21,177273,16465479
17.03.21,219425,22391006
17.03.21,253496,75466529
17.03.21,81941,10639209
17.03.21,74655,48073812
17.03.21,64,11513
17.03.21,129925,7292780
17.03.21,211445,13974890
17.03.21,550514,100080628
17.03.21,16624,255563
17.03.21,25053,1664524
17.03.21,673,386426
17.03.21,2540,918
17.03.21,6186,751939
17.03.21,8910,2438650
17.03.21,9,256724
17.03.21,5446,809375
17.03.21,1076,93771
17.03.21,18912,4165023
17.03.21,11921,1
17.03.21,60050,46730149
17.03.21,1531,168413
18.03.21,8328,515904
18.03.21,17,2081
18.03.21,3357,322996
18.03.21,4659,457761
18.03.21,4008,66741
18.03.21,642,227520
18.03.21,885,11129
18.03.21,87926,4031855
18.03.21,3673,633845
18.03.21,1750,457178
18.03.21,7257,2717074
18.03.21,5139,53892
18.03.21,1,12347
18.03.21,12028,348607
18.03.21,17052,3257154
18.03.21,786,271765
18.03.21,1831,26444
18.03.21,6216,1886813
18.03.21,1700,57115
18.03.21,35031,2389584
18.03.21,0,4033
18.03.21,6303,2011070
18.03.21,0,21250
18.03.21,3070,440554
18.03.21,10,9
18.03.21,6502,444451
18.03.21,6570,1948531
18.03.21,28,11340
18.03.21,39726,6913587
18.03.21,581,185167
18.03.21,2,14104
18.03.21,1384,4500141
18.03.21,24901,2352553
18.03.21,1497,18289
18.03.21,1314,19247
18.03.21,463,17314
18.03.21,3757,38513
18.03.21,3,1428
18.03.21,580,120668
18.03.21,266,17485
18.03.21,482,19063
18.03.21,6726,646802
18.03.21,243,42557
18.03.21,1213,1046
18.03.21,1034,276210
18.03.21,10,1369
18.03.21,11303,2321849
18.03.21,120262,20799926
18.03.21,174932,16946360
18.03.21,221446,23080831
18.03.21,257516,77557732
18.03.21,89180,11083787
18.03.21,76348,49346461
18.03.21,199,12722
18.03.21,116407,7629696
18.03.21,195783,14549966
18.03.21,545965,103191485
18.03.21,485,51516
18.03.21,0,272175
18.03.21,27274,1730349
18.03.21,485,408323
18.03.21,2605,1223
18.03.21,6174,760753
18.03.21,9713,2478390
18.03.21,15,264513
18.03.21,45,29
18.03.21,5346,826851
18.03.21,971,102209
18.03.21,39,27693
18.03.21,20049,4439972
18.03.21,15143,1
18.03.21,61643,47930886
18.03.21,1464,177275
19.03.21,8160,556505
19.03.21,9,2771
19.03.21,3515,331728
19.03.21,5140,476878
19.03.21,4162,69545
19.03.21,731,230395
19.03.21,867,16939
19.03.21,88259,4113848
19.03.21,4274,640390
19.03.21,1748,470242
19.03.21,6584,2871899
19.03.21,5133,54162
19.03.21,0,12824
19.03.21,10677,362221
19.03.21,16147,3341826
19.03.21,843,283153
19.03.21,2214,31796
19.03.21,1749,59497
19.03.21,35088,2426969
19.03.21,4802,2136795
19.03.21,0,22293
19.03.21,2762,450314
19.03.21,13,9
19.03.21,1112,76460
19.03.21,10759,465643
19.03.21,6279,2068400
19.03.21,40953,7221362
19.03.21,510,191270
19.03.21,6,14739
19.03.21,1047,4528080
19.03.21,25707,2430854
19.03.21,1463,25381
19.03.21,0,124393
19.03.21,452,18220
19.03.21,3588,42704
19.03.21,3,1431
19.03.21,579,126840
19.03.21,281,17862
19.03.21,622,19357
19.03.21,444,2352348
19.03.21,15,8331
19.03.21,179,43267
19.03.21,508,332
19.03.21,1576,4880
19.03.21,989,277297
19.03.21,0,2142
19.03.21,12643,2563824
19.03.21,121653,21710884
19.03.21,170492,17342764
19.03.21,217670,23814158
19.03.21,251181,79513148
19.03.21,93808,11783443
19.03.21,77676,50567943
19.03.21,218,14185
19.03.21,131842,7934528
19.03.21,212681,15308931
19.03.21,561702,106605522
19.03.21,16047,288001
19.03.21,25996,1769770
19.03.21,568,441676
19.03.21,2006,1378
19.03.21,5593,767921
19.03.21,9612,2641167
19.03.21,15,274184
19.03.21,43,35
19.03.21,5305,857934
19.03.21,938,106741
19.03.21,21030,4836843
19.03.21,15937,1
19.03.21,61710,49145346
19.03.21,1462,182983
20.03.21,6826,591438
20.03.21,4,2924
20.03.21,3344,341489
20.03.21,0,478306
20.03.21,2541,70753
20.03.21,816,232782
20.03.21,603,18572
20.03.21,73154,4143856
20.03.21,3323,645540
20.03.21,0,473065
20.03.21,7036,2882917
20.03.21,6761,54528
20.03.21,364,35963
20.03.21,9710,364252
20.03.21,13685,3395231
20.03.21,590,287408
20.03.21,1225,35689
20.03.21,1248,59595
20.03.21,35327,2438720
20.03.21,5587,2228772
20.03.21,0,23052
20.03.21,2532,459441
20.03.21,8,9
20.03.21,11132,474891
20.03.21,5656,2221200
20.03.21,43846,7478654
20.03.21,525,194371
20.03.21,611,4543353
20.03.21,23913,2493083
20.03.21,0,134482
20.03.21,456,18714
20.03.21,2253,42752
20.03.21,4,1431
20.03.21,602,127094
20.03.21,0,17889
20.03.21,625,19359
