iso_code,date,new_cases,people_fully_vaccinated
OWID_EUR,26.04.21,91583,59194396
OWID_HIC,26.04.21,142527,175289552
OWID_LIC,26.04.21,2057,46590
OWID_LMC,26.04.21,383410,38258012
OWID_NAM,26.04.21,58153,114361816
OWID_OCE,26.04.21,227,329446
OWID_SAM,26.04.21,85073,23439609
OWID_UMC,26.04.21,154904,44161390
OWID_WRL,26.04.21,682920,257757209
PAN,26.04.21,198,188025
PER,26.04.21,6611,649226
PHL,26.04.21,8905,237992
PRT,26.04.21,196,847664
PRY,26.04.21,2271,12341
ROU,26.04.21,1256,1820634
RUS,26.04.21,8681,6869922
SGP,26.04.21,45,1030608
SLV,26.04.21,0,27513
SMR,26.04.21,8,8661
SRB,26.04.21,1987,1320067
SVN,26.04.21,191,179282
SYC,26.04.21,124,57248
THA,26.04.21,2048,214644
TUN,26.04.21,1285,69811
TUR,26.04.21,37312,8107078
UKR,26.04.21,5184,9
URY,26.04.21,2484,538754
USA,26.04.21,43133,105827218
ZWE,26.04.21,16,57396
ARG,27.04.21,25495,879078
AUS,27.04.21,33,238524
AUT,27.04.21,1625,831994
AZE,27.04.21,1307,493409
BEL,27.04.21,2946,818508
BGD,27.04.21,3031,2579084
BGR,27.04.21,1850,177975
BHR,27.04.21,972,529818
BOL,27.04.21,1480,205988
BRA,27.04.21,75844,14011587
BRN,27.04.21,0,122
CAN,27.04.21,7029,1075659
CHE,27.04.21,2135,930836
CHL,27.04.21,4158,6480273
COL,27.04.21,17578,1476363
CUW,27.04.21,17,19405
CZE,27.04.21,2571,980023
DEU,27.04.21,25911,6167550
DNK,27.04.21,624,576525
DOM,27.04.21,78,779431
ECU,27.04.21,554,230120
ESP,27.04.21,7665,4166758
EST,27.04.21,458,112018
FRA,27.04.21,30317,5890536
FRO,27.04.21,0,5576
GBR,27.04.21,2685,13581076
GEO,27.04.21,1578,3622
GIB,27.04.21,0,32054
GIN,27.04.21,61,43758
GRC,27.04.21,3287,881224
GRD,27.04.21,0,2105
GRL,27.04.21,0,4379
GTM,27.04.21,1086,1898
HKG,27.04.21,8,454494
HRV,27.04.21,1797,173420
HUN,27.04.21,1253,1773900
IDN,27.04.21,4656,7178768
IMN,27.04.21,0,15700
IND,27.04.21,360927,23615946
IRL,27.04.21,420,448471
ISR,27.04.21,110,5048235
ITA,27.04.21,10398,5503853
JPN,27.04.21,4961,951490
KAZ,27.04.21,2838,184531
KHM,27.04.21,508,818713
KOR,27.04.21,775,199550
LBN,27.04.21,1182,155812
LIE,27.04.21,16,4328
LTU,27.04.21,1054,253065
LVA,27.04.21,596,44936
MAC,27.04.21,0,34109
MAR,27.04.21,507,4233682
MDA,27.04.21,329,13017
MDV,27.04.21,386,92612
MLT,27.04.21,45,103882
MNE,27.04.21,151,20410
MNG,27.04.21,1098,262466
MYS,27.04.21,2733,532843
NCL,27.04.21,0,23846
NOR,27.04.21,524,334729
NZL,27.04.21,0,60370
OWID_AFR,27.04.21,9799,4783203
OWID_ASI,27.04.21,490002,57638785
OWID_EUN,27.04.21,124197,37224166
OWID_EUR,27.04.21,150376,60638684
OWID_HIC,27.04.21,205807,178699082
OWID_LIC,27.04.21,2463,49357
OWID_LMC,27.04.21,427024,39872710
OWID_NAM,27.04.21,68774,116188273
OWID_OCE,27.04.21,46,347306
OWID_SAM,27.04.21,131688,24536410
OWID_UMC,27.04.21,215385,45509847
OWID_WRL,27.04.21,850685,264132661
PAN,27.04.21,368,188265
PER,27.04.21,0,660051
PHL,27.04.21,7190,246986
POL,27.04.21,5711,2746824
PRT,27.04.21,353,856281
PRY,27.04.21,2461,12379
PYF,27.04.21,5,23078
ROU,27.04.21,2019,1850086
RUS,27.04.21,7931,6958027
SGP,27.04.21,12,1056048
SLE,27.04.21,0,5599
SLV,27.04.21,454,40255
SMR,27.04.21,3,8661
SVN,27.04.21,804,179291
THA,27.04.21,2180,240753
TUN,27.04.21,1957,74785
TUR,27.04.21,43301,8295424
UKR,27.04.21,8037,9
URY,27.04.21,2747,575996
USA,27.04.21,52353,107606320
WLF,27.04.21,2,1488
ZWE,27.04.21,62,63243
ABW,28.04.21,15,20855
ARG,28.04.21,23718,885247
AUS,28.04.21,23,245240
AUT,28.04.21,2340,846635
AZE,28.04.21,1402,502569
BEL,28.04.21,3925,834030
BGD,28.04.21,2955,2698155
BGR,28.04.21,1382,190535
BHR,28.04.21,1111,534673
BOL,28.04.21,1573,214573
BRA,28.04.21,77279,14631130
BRN,28.04.21,1,228
CAN,28.04.21,8222,1092121
CHE,28.04.21,2120,952623
CHL,28.04.21,4499,6606012
COL,28.04.21,19745,1505225
CUW,28.04.21,0,19769
CZE,28.04.21,3256,994044
DEU,28.04.21,28263,6295018
DJI,28.04.21,55,495
DMA,28.04.21,0,9323
DNK,28.04.21,835,596940
DOM,28.04.21,338,787103
ECU,28.04.21,2333,238659
ESP,28.04.21,8665,4413784
EST,28.04.21,396,116905
FRA,28.04.21,31539,6083324
FRO,28.04.21,0,5780
GBR,28.04.21,2110,14043961
GEO,28.04.21,1551,4397
GIN,28.04.21,41,45428
GNQ,28.04.21,0,10872
GRC,28.04.21,2770,910135
GRL,28.04.21,0,4989
GTM,28.04.21,1596,1898
HKG,28.04.21,7,467590
HRV,28.04.21,2904,177130
HUN,28.04.21,1692,1822655
IDN,28.04.21,5241,7374458
IMN,28.04.21,0,15758
IND,28.04.21,379308,24515213
IRL,28.04.21,368,459743
IRN,28.04.21,21713,193840
ISL,28.04.21,9,34492
ISR,28.04.21,106,5055505
ITA,28.04.21,13382,5652545
JPN,28.04.21,5783,995758
KAZ,28.04.21,2995,266457
KGZ,28.04.21,322,858
KOR,28.04.21,678,221062
LBN,28.04.21,1478,165059
LIE,28.04.21,12,4331
LTU,28.04.21,1629,254602
LVA,28.04.21,967,48635
MAC,28.04.21,0,34776
MAR,28.04.21,493,4254879
MDA,28.04.21,424,15000
MDV,28.04.21,464,97339
MEX,28.04.21,3818,6752282
MLT,28.04.21,15,104464
MNE,28.04.21,150,20466
MNG,28.04.21,1171,298257
MYS,28.04.21,3142,546080
NAM,28.04.21,166,1168
NOR,28.04.21,470,359973
NZL,28.04.21,4,64043
OWID_AFR,28.04.21,9499,4828904
OWID_ASI,28.04.21,508664,59536601
OWID_EUN,28.04.21,134780,38271430
OWID_EUR,28.04.21,162154,62456985
OWID_HIC,28.04.21,220771,182479617
OWID_LIC,28.04.21,2394,51027
OWID_LMC,28.04.21,449599,41229724
OWID_NAM,28.04.21,74441,118851533
OWID_OCE,28.04.21,112,357695
OWID_SAM,28.04.21,151023,25382375
OWID_UMC,28.04.21,233125,47652060
OWID_WRL,28.04.21,905893,271414093
PAN,28.04.21,362,190066
PER,28.04.21,15153,671875
POL,28.04.21,8893,2852329
PRT,28.04.21,572,866481
PRY,28.04.21,2356,12428
ROU,28.04.21,2240,1880343
RUS,28.04.21,7729,7130216
SGP,28.04.21,23,1078058
SLV,28.04.21,0,58000
SRB,28.04.21,2138,1404811
SVN,28.04.21,398,184107
SYC,28.04.21,78,58496
THA,28.04.21,2011,284925
TUN,28.04.21,1729,80828
TUR,28.04.21,40444,8619993
UKR,28.04.21,9709,10
URY,28.04.21,2931,612651
USA,28.04.21,55144,109564354
ZAF,28.04.21,1250,298153
ZWE,28.04.21,27,69972
ABW,29.04.21,23,21751
ARG,29.04.21,26053,908441
AUS,29.04.21,25,252872
AUT,29.04.21,2229,862266
AZE,29.04.21,1392,511775
BEL,29.04.21,3663,854188
BGD,29.04.21,2341,2805694
BGR,29.04.21,1237,207667
BHR,29.04.21,1093,538822
BOL,29.04.21,0,222503
BRA,29.04.21,68614,15182494
BRN,29.04.21,0,350
CAN,29.04.21,9263,1113120
CHE,29.04.21,2066,975925
CHL,29.04.21,6720,6730667
COL,29.04.21,17308,1546311
CUW,29.04.21,35,22274
CZE,29.04.21,2503,1009960
DEU,29.04.21,24212,6429196
DNK,29.04.21,769,614754
DOM,29.04.21,395,791831
ECU,29.04.21,3027,240816
ESP,29.04.21,10143,4689766
EST,29.04.21,425,124008
FRA,29.04.21,26538,6295104
GBR,29.04.21,2445,14535528
GEO,29.04.21,1433,5218
GIB,29.04.21,0,32838
GIN,29.04.21,128,46877
GRC,29.04.21,2415,943798
GRD,29.04.21,1,2731
GRL,29.04.21,0,5272
GTM,29.04.21,1626,1898
HKG,29.04.21,15,480504
HRV,29.04.21,2439,189969
HUN,29.04.21,2584,1880897
IDN,29.04.21,5833,7566371
IMN,29.04.21,0,15773
IND,29.04.21,386555,25456864
IRL,29.04.21,469,473219
IRN,29.04.21,19899,204126
ISL,29.04.21,10,35432
ISR,29.04.21,84,5062739
ITA,29.04.21,14314,5837261
JOR,29.04.21,1552,220594
JPN,29.04.21,5913,995758
KHM,29.04.21,880,911669
KOR,29.04.21,656,252108
LBN,29.04.21,1336,168130
LIE,29.04.21,7,4340
LKA,29.04.21,1531,5880
LTU,29.04.21,1341,274443
LVA,29.04.21,696,52723
MAC,29.04.21,0,35464
MCO,29.04.21,5,11815
MDA,29.04.21,370,16530
MDV,29.04.21,318,101346
MEX,29.04.21,3990,7100269
MLT,29.04.21,27,105628
MNE,29.04.21,177,20724
MNG,29.04.21,2371,327210
MYS,29.04.21,3332,552146
NOR,29.04.21,385,381381
NZL,29.04.21,0,69001
OWID_AFR,29.04.21,15599,4856173
OWID_ASI,29.04.21,513221,62038129
OWID_EUN,29.04.21,124435,39397242
OWID_EUR,29.04.21,155218,64364428
OWID_HIC,29.04.21,218232,186897250
OWID_LIC,29.04.21,2296,52579
OWID_LMC,29.04.21,465800,42662415
OWID_NAM,29.04.21,83318,121207629
OWID_OCE,29.04.21,121,370285
OWID_SAM,29.04.21,128762,26184290
OWID_UMC,29.04.21,208547,49407025
OWID_WRL,29.04.21,896239,279020934
PAN,29.04.21,323,190070
PER,29.04.21,0,684756
PHL,29.04.21,8243,266555
POL,29.04.21,8426,2872925
PRT,29.04.21,470,885339
PRY,29.04.21,2695,12475
QAT,29.04.21,687,554982
ROU,29.04.21,1850,1909593
RUS,29.04.21,9161,7371691
SGP,29.04.21,35,1097896
SLE,29.04.21,4,5702
SLV,29.04.21,276,68279
SMR,29.04.21,2,8701
SVN,29.04.21,918,197492
SYC,29.04.21,102,59160
THA,29.04.21,1871,335858
TUR,29.04.21,37674,8921774
UKR,29.04.21,11750,130
URY,29.04.21,2707,651252
USA,29.04.21,58866,111532143
ZAF,29.04.21,1086,307591
ZWE,29.04.21,44,85587
ABW,30.04.21,30,22559
ARG,30.04.21,22420,938563
AUS,30.04.21,13,258529
AUT,30.04.21,2131,876256
AZE,30.04.21,1196,522086
BEL,30.04.21,3607,877229
BGR,30.04.21,652,213354
BHR,30.04.21,1182,541747
BOL,30.04.21,1901,232108
BRA,30.04.21,72008,15702358
CAN,30.04.21,8391,1131122
CHE,30.04.21,1831,988557
CHL,30.04.21,7254,6767639
COL,30.04.21,17790,1627032
CUW,30.04.21,14,23445
CYM,30.04.21,1,29920
CZE,30.04.21,2222,1019949
DEU,30.04.21,14326,6566905
DNK,30.04.21,0,618714
DOM,30.04.21,347,795791
ECU,30.04.21,1173,252633
EST,30.04.21,362,130697
FRA,30.04.21,24299,6498827
GAB,30.04.21,257,2643
GBR,30.04.21,2381,14957313
GEO,30.04.21,1476,6064
GIB,30.04.21,0,33611
GIN,30.04.21,0,48222
GRC,30.04.21,2125,944123
GTM,30.04.21,1424,1898
HKG,30.04.21,4,497468
HRV,30.04.21,2007,198650
HUN,30.04.21,2365,1948728
IDN,30.04.21,5500,7629859
IND,30.04.21,401993,26621155
IRL,30.04.21,544,479866
IRN,30.04.21,19272,209827
ISL,30.04.21,6,36228
ISR,30.04.21,74,5065884
ITA,30.04.21,13445,6041357
JPN,30.04.21,4684,1042998
KHM,30.04.21,761,945222
KOR,30.04.21,627,283909
LBN,30.04.21,1001,168466
LIE,30.04.21,10,4350
LKA,30.04.21,1662,25354
LTU,30.04.21,1373,300958
LVA,30.04.21,763,55392
MAC,30.04.21,0,36062
MAR,30.04.21,363,4260412
MDA,30.04.21,329,17097
MEX,30.04.21,3821,7440439
MLT,30.04.21,16,107038
MNE,30.04.21,132,21589
MNG,30.04.21,1306,362926
MYS,30.04.21,3788,561065
NAM,30.04.21,174,1392
NOR,30.04.21,429,389808
NZL,30.04.21,0,74033
OWID_AFR,30.04.21,9441,4883115
OWID_ASI,30.04.21,518375,63769944
OWID_EUN,30.04.21,104924,40180762
OWID_EUR,30.04.21,133068,65840087
OWID_HIC,30.04.21,196166,190175763
OWID_LIC,30.04.21,2064,53924
OWID_LMC,30.04.21,471856,44039513
OWID_NAM,30.04.21,78017,123418724
OWID_OCE,30.04.21,18,380974
OWID_SAM,30.04.21,145109,26931638
OWID_UMC,30.04.21,213937,50953617
OWID_WRL,30.04.21,884028,285224482
PAN,30.04.21,358,190781
PER,30.04.21,16106,703019
PHL,30.04.21,8722,280045
PRT,30.04.21,460,903570
PRY,30.04.21,2212,12531
QAT,30.04.21,676,566576
ROU,30.04.21,1636,1937033
RUS,30.04.21,8613,7534622
SGP,30.04.21,24,1121059
SLV,30.04.21,0,75855
SRB,30.04.21,1613,1488034
SVN,30.04.21,953,212379
THA,30.04.21,1583,381848
TUN,30.04.21,1904,89962
TUR,30.04.21,31891,9104637
UKR,30.04.21,10190,260
URY,30.04.21,2694,691180
USA,30.04.21,58003,113369908
VNM,30.04.21,18,9407
ZAF,30.04.21,1674,317656
ARG,01.05.21,16502,968478
AUS,01.05.21,13,260011
AUT,01.05.21,1615,884578
AZE,01.05.21,1213,533683
BEL,01.05.21,3205,885432
BGR,01.05.21,466,215074
BHR,01.05.21,1063,544317
BIH,01.05.21,0,24552
BOL,01.05.21,2795,233549
BRA,01.05.21,58292,15832646
BRB,01.05.21,8,16549
CAN,01.05.21,6364,1150212
CHE,01.05.21,0,992487
CHL,01.05.21,5510,6768849
COL,01.05.21,18022,1700471
CUW,01.05.21,12,24641
CYP,01.05.21,783,69463
CZE,01.05.21,2174,1023407
DEU,01.05.21,18535,6643344
DNK,01.05.21,1491,624776
DOM,01.05.21,300,796683
ECU,01.05.21,2727,256445
EST,01.05.21,431,132828
FRA,01.05.21,25670,6553257
GBR,01.05.21,1907,15329617
GRC,01.05.21,1389,944481
GTM,01.05.21,806,1898
HKG,01.05.21,8,518029
HRV,01.05.21,2046,200518
HUN,01.05.21,1951,2016350
IDN,01.05.21,4512,7667583
IMN,01.05.21,2,15777
IND,01.05.21,392488,27297355
IRL,01.05.21,567,480750
ISR,01.05.21,0,5066763
ITA,01.05.21,12964,6208716
JPN,01.05.21,5983,1042998
KHM,01.05.21,388,970889
KOR,01.05.21,606,292582
LBN,01.05.21,930,168481
LIE,01.05.21,7,4350
LKA,01.05.21,1716,63192
LTU,01.05.21,1386,310057
LVA,01.05.21,812,55910
MAC,01.05.21,0,36627
MAR,01.05.21,313,4260605
MDV,01.05.21,402,102589
MEX,01.05.21,3025,7650150
MLT,01.05.21,15,108216
MNE,01.05.21,128,22849
MNG,01.05.21,0,409290
MYS,01.05.21,2881,563635
NAM,01.05.21,303,1623
NLD,01.05.21,5755,1264878
NOR,01.05.21,289,390212
NZL,01.05.21,5,76025
OWID_AFR,01.05.21,7977,4896350
OWID_ASI,01.05.21,497270,64717439
OWID_EUN,01.05.21,91951,40868738
OWID_EUR,01.05.21,115367,66949829
OWID_HIC,01.05.21,167829,192464622
OWID_LIC,01.05.21,1593,54246
OWID_LMC,01.05.21,455021,44880953
OWID_NAM,01.05.21,61267,124820552
OWID_OCE,01.05.21,142,384448
OWID_SAM,01.05.21,109642,27174790
OWID_UMC,01.05.21,167221,51541922
OWID_WRL,01.05.21,791665,288943408
PER,01.05.21,0,706014
PHL,01.05.21,9193,284553
POL,01.05.21,6475,2959722
PRT,01.05.21,454,920598
PRY,01.05.21,1946,12537
QAT,01.05.21,650,576254
ROU,01.05.21,1307,1963639
RUS,01.05.21,9147,7556421
SGP,01.05.21,34,1134745
SLE,01.05.21,3,6024
SRB,01.05.21,1374,1497517
SVN,01.05.21,1017,218747
THA,01.05.21,1891,386703
TUN,01.05.21,1615,94880
TUR,01.05.21,28817,9146939
UKR,01.05.21,8672,290
URY,01.05.21,2480,691226
USA,01.05.21,48264,114524298
ZAF,01.05.21,1632,318670
ZWE,01.05.21,3,92144
ARG,02.05.21,11394,972410
AUS,02.05.21,14,260716
AUT,02.05.21,1625,886035
AZE,02.05.21,1058,541715
BEL,02.05.21,2128,885660
BGD,02.05.21,1359,2936241
BGR,02.05.21,348,216195
BHR,02.05.21,1300,547063
BMU,02.05.21,0,25216
BOL,02.05.21,0,234756
BRA,02.05.21,29288,15871209
BRB,02.05.21,3,18020
CAN,02.05.21,5737,1161709
CHE,02.05.21,0,993496
CHL,02.05.21,7165,6769515
COL,02.05.21,15909,1766080
CUW,02.05.21,3,24643
CZE,02.05.21,1182,1025690
DEU,02.05.21,8776,6710838
DNK,02.05.21,867,638511
DOM,02.05.21,594,796969
ECU,02.05.21,2710,257273
ESP,02.05.21,0,5113598
EST,02.05.21,235,133827
FIN,02.05.21,132,178031
FRA,02.05.21,9921,6591512
GBR,02.05.21,1671,15502508
GTM,02.05.21,207,1898
HKG,02.05.21,2,539797
HRV,02.05.21,944,200702
HUN,02.05.21,1593,2077160
IDN,02.05.21,4394,7678485
IND,02.05.21,368060,27507360
IRL,02.05.21,401,481643
ISR,02.05.21,73,5072822
ITA,02.05.21,9145,6338121
JEY,02.05.21,,35513
JPN,02.05.21,5890,1042998
KHM,02.05.21,730,984781
KOR,02.05.21,488,293670
LBN,02.05.21,700,170964
LIE,02.05.21,5,4350
LKA,02.05.21,1891,88088
LTU,02.05.21,1025,310777
LVA,02.05.21,380,55952
MAC,02.05.21,0,37197
MDV,02.05.21,508,108494
MEX,02.05.21,1093,7792707
MLT,02.05.21,12,108716
MNG,02.05.21,2096,451063
MYS,02.05.21,3418,571759
NOR,02.05.21,210,390537
NZL,02.05.21,4,77945
OWID_AFR,02.05.21,6189,4904881
OWID_ASI,02.05.21,477368,65293920
OWID_EUN,02.05.21,52093,41769975
OWID_EUR,02.05.21,70325,68114936
OWID_HIC,02.05.21,112722,194181111
OWID_LIC,02.05.21,1192,54246
OWID_LMC,02.05.21,427990,45322706
OWID_NAM,02.05.21,39492,125560427
OWID_OCE,02.05.21,105,387073
OWID_SAM,02.05.21,82500,27286718
OWID_UMC,02.05.21,134073,51988227
OWID_WRL,02.05.21,675979,291547955
PAN,02.05.21,260,191204
PER,02.05.21,11553,707093
PRT,02.05.21,330,930042
PRY,02.05.21,1520,12548
QAT,02.05.21,646,586894
ROU,02.05.21,1083,1986669
RUS,02.05.21,8574,7639740
SGP,02.05.21,39,1151662
SMR,02.05.21,0,8978
SRB,02.05.21,989,1498386
SVK,02.05.21,1016,594298
SVN,02.05.21,363,220908
SWE,02.05.21,0,808676
THA,02.05.21,1940,387447
TUN,02.05.21,1009,101444
TUR,02.05.21,25980,9206329
UKR,02.05.21,5217,290
URY,02.05.21,1584,691259
USA,02.05.21,30069,115106496
ZWE,02.05.21,21,94111
ABW,03.05.21,29,23114
AND,03.05.21,13,4699
ARG,03.05.21,15920,988021
AUS,03.05.21,12,265396
AUT,03.05.21,1091,898544
BEL,03.05.21,1334,900950
BGD,03.05.21,1739,3023169
BGR,03.05.21,631,219833
BHR,03.05.21,1165,550659
BOL,03.05.21,2457,240875
BRA,03.05.21,38989,16298014
BRB,03.05.21,15,19985
BRN,03.05.21,0,862
CAN,03.05.21,10985,1170449
CHE,03.05.21,3978,1003842
CHL,03.05.21,4895,6845466
CRI,03.05.21,5685,345153
CUW,03.05.21,3,27180
CZE,03.05.21,505,1030766
DEU,03.05.21,5510,6827578
DNK,03.05.21,761,683983
DOM,03.05.21,226,800988
ECU,03.05.21,747,260850
ESP,03.05.21,16353,5202297
EST,03.05.21,258,137405
FRA,03.05.21,3760,6765925
GBR,03.05.21,1649,15630007
GIN,03.05.21,29,49852
GRC,03.05.21,2146,945331
GRL,03.05.21,0,5276
GTM,03.05.21,187,1899
HKG,03.05.21,2,557730
HRV,03.05.21,349,204666
HUN,03.05.21,1219,2157637
IDN,03.05.21,4730,7827196
IMN,03.05.21,0,15777
IND,03.05.21,357316,28385461
IRL,03.05.21,452,488375
ISL,03.05.21,11,36376
ISR,03.05.21,67,5078591
ITA,03.05.21,5946,6472003
JPN,03.05.21,4464,1043832
KHM,03.05.21,841,1003837
KOR,03.05.21,541,325663
LBN,03.05.21,249,174905
LIE,03.05.21,1,4350
LKA,03.05.21,1923,96871
LTU,03.05.21,657,314785
LVA,03.05.21,203,56874
MAC,03.05.21,0,37340
MAR,03.05.21,56,4282269
MDV,03.05.21,585,114240
MLT,03.05.21,35,109933
MNE,03.05.21,99,23538
MNG,03.05.21,1015,494847
MYS,03.05.21,2500,598506
NOR,03.05.21,483,392092
NZL,03.05.21,1,82434
OWID_AFR,03.05.21,6908,4947142
OWID_ASI,03.05.21,459530,66789790
OWID_EUN,03.05.21,55095,42540045
OWID_EUR,03.05.21,74811,69046919
OWID_HIC,03.05.21,135750,196650457
OWID_LIC,03.05.21,1108,55876
OWID_LMC,03.05.21,418402,46568707
OWID_NAM,03.05.21,67413,127041322
OWID_OCE,03.05.21,78,396242
OWID_SAM,03.05.21,82238,27839351
OWID_UMC,03.05.21,135717,52784061
OWID_WRL,03.05.21,690978,296060766
PAN,03.05.21,195,191709
PER,03.05.21,3129,712133
PHL,03.05.21,7242,309385
POL,03.05.21,2523,2977374
PRT,03.05.21,180,939105
PRY,03.05.21,1910,12706
QAT,03.05.21,644,604098
ROU,03.05.21,682,2029610
RUS,03.05.21,8368,7661398
SGP,03.05.21,17,1163540
SVN,03.05.21,211,223855
SYC,03.05.21,164,59676
THA,03.05.21,2041,392546
TUN,03.05.21,1004,103833
TUR,03.05.21,24733,9360609
UKR,03.05.21,2879,290
URY,03.05.21,1628,710631
USA,03.05.21,45873,116504114
ZAF,03.05.21,897,329098
ZWE,03.05.21,12,99745
ABW,04.05.21,25,23804
ARG,04.05.21,26238,1047718
AUS,04.05.21,15,271920
AUT,04.05.21,1394,920750
AZE,04.05.21,963,556323
BEL,04.05.21,2731,920283
BGD,04.05.21,1914,3106709
BGR,04.05.21,367,225387
BHR,04.05.21,1418,554364
BOL,04.05.21,0,246822
BRA,04.05.21,69535,16729966
BRB,04.05.21,3,22181
BRN,04.05.21,1,1191
CAN,04.05.21,6746,1190321
CHE,04.05.21,1633,1025488
CHL,04.05.21,3249,6934158
CUW,04.05.21,4,28509
CZE,04.05.21,2217,1039130
DEU,04.05.21,24111,6989734
DNK,04.05.21,809,708659
DOM,04.05.21,389,804258
ECU,04.05.21,3196,267993
ESP,04.05.21,4515,5394315
EST,04.05.21,401,141413
FRA,04.05.21,24371,6998224
GBR,04.05.21,1947,15887493
GIB,04.05.21,3,34280
GIN,04.05.21,35,50546
GRC,04.05.21,1368,986552
GRL,04.05.21,0,5277
GTM,04.05.21,1224,1950
HKG,04.05.21,4,573082
HRV,04.05.21,1396,209842
HUN,04.05.21,726,2248775
IDN,04.05.21,4369,7981055
IMN,04.05.21,0,15790
IND,04.05.21,382146,29122833
IRL,04.05.21,382,501804
IRN,04.05.21,20150,231503
ISR,04.05.21,76,5083275
ITA,04.05.21,9113,6621757
JOR,04.05.21,1530,286028
JPN,04.05.21,4190,1044589
KAZ,04.05.21,2327,347474
KHM,04.05.21,938,1027787
KNA,04.05.21,0,127
KOR,04.05.21,676,358303
LBN,04.05.21,748,180401
LIE,04.05.21,7,4350
LKA,04.05.21,1914,120006
LTU,04.05.21,1113,332001
LVA,04.05.21,425,57035
MAC,04.05.21,0,37674
MAR,04.05.21,373,4326873
MDA,04.05.21,126,18319
MDV,04.05.21,601,119518
MEX,04.05.21,3064,8418291
MLT,04.05.21,27,111318
MMR,04.05.21,16,854211
MNE,04.05.21,95,24674
MNG,04.05.21,1128,532817
MYS,04.05.21,3120,618209
NCL,04.05.21,0,26391
NOR,04.05.21,484,404490
NZL,04.05.21,6,87736
OWID_AFR,04.05.21,7274,5027649
OWID_ASI,04.05.21,486933,68984001
OWID_EUN,04.05.21,104325,43599591
OWID_EUR,04.05.21,122020,70429913
OWID_HIC,04.05.21,174755,199939362
OWID_LIC,04.05.21,1877,56570
OWID_LMC,04.05.21,435543,48302480
OWID_NAM,04.05.21,58485,129472132
OWID_OCE,04.05.21,38,414632
OWID_SAM,04.05.21,127419,28456627
OWID_UMC,04.05.21,189994,54484877
OWID_WRL,04.05.21,802169,302784954
PAN,04.05.21,320,192016
PER,04.05.21,4562,713648
PHL,04.05.21,5667,320586
PRT,04.05.21,258,952721
PRY,04.05.21,2214,13011
PYF,04.05.21,6,27097
QAT,04.05.21,640,623715
ROU,04.05.21,994,2082630
RUS,04.05.21,7653,7689449
SGP,04.05.21,17,1175575
SLV,04.05.21,0,101024
SMR,04.05.21,4,9792
SUR,04.05.21,80,82
SVN,04.05.21,894,226671
THA,04.05.21,1763,422511
TTO,04.05.21,235,196
TUN,04.05.21,1405,107138
TUR,04.05.21,28997,9596952
UKR,04.05.21,2589,303
URY,04.05.21,2826,732574
USA,04.05.21,42566,118256132
WLF,04.05.21,0,1488
ZAF,04.05.21,1187,353181
ZWE,04.05.21,34,107566
ABW,05.05.21,17,24143
ARG,05.05.21,24079,1130337
AUS,05.05.21,19,278390
AUT,05.05.21,1644,939346
AZE,05.05.21,1080,578144
BEL,05.05.21,4119,994928
BGD,05.05.21,1742,3210509
BGR,05.05.21,1635,251202
BHR,05.05.21,1450,558531
BOL,05.05.21,1588,251786
BRA,05.05.21,76372,17085829
BRB,05.05.21,31,25296
BRN,05.05.21,0,1787
CAN,05.05.21,7779,1208779
CHE,05.05.21,1795,1052235
CHL,05.05.21,3885,7027906
CUW,05.05.21,1,30165
CZE,05.05.21,2412,1048558
DEU,05.05.21,22458,7223071
DNK,05.05.21,0,737802
DOM,05.05.21,491,807263
ECU,05.05.21,1806,277204
ESP,05.05.21,6317,5696827
EST,05.05.21,437,147683
FRA,05.05.21,26000,7228535
GAB,05.05.21,0,3849
GBR,05.05.21,2144,16291719
GEO,05.05.21,2171,7009
GIB,05.05.21,0,34686
GIN,05.05.21,100,53288
GRC,05.05.21,2091,1041838
GTM,05.05.21,1194,2260
HKG,05.05.21,6,588198
HRV,05.05.21,2494,218376
HUN,05.05.21,1130,2315428
IDN,05.05.21,5285,8151942
IND,05.05.21,412431,30200597
IRL,05.05.21,415,516244
ISL,05.05.21,6,42301
ISR,05.05.21,70,5087305
ITA,05.05.21,10579,6782274
JPN,05.05.21,4060,1045521
KAZ,05.05.21,2620,460230
KHM,05.05.21,672,1043691
KOR,05.05.21,574,384604
LBN,05.05.21,1012,183372
LIE,05.05.21,5,4353
LKA,05.05.21,1939,141721
LTU,05.05.21,1249,354236
LVA,05.05.21,358,64322
MAC,05.05.21,0,38213
MAR,05.05.21,371,4346867
MDA,05.05.21,316,20302
MDV,05.05.21,734,123581
MEX,05.05.21,3021,8790655
MLT,05.05.21,30,112731
MNE,05.05.21,117,27745
MNG,05.05.21,0,547521
MYS,05.05.21,3744,641118
NAM,05.05.21,669,1749
NOR,05.05.21,469,443654
NZL,05.05.21,4,93295
OWID_AFR,05.05.21,9629,5082069
OWID_ASI,05.05.21,518004,71059514
OWID_EUN,05.05.21,106553,45278491
OWID_EUR,05.05.21,125365,73040242
OWID_HIC,05.05.21,181033,204044445
OWID_LIC,05.05.21,1840,59312
OWID_LMC,05.05.21,468641,49928761
OWID_NAM,05.05.21,64190,131700953
OWID_OCE,05.05.21,31,426661
OWID_SAM,05.05.21,128781,29029894
OWID_UMC,05.05.21,194479,56305150
OWID_WRL,05.05.21,846000,310339333
PAN,05.05.21,356,213923
PER,05.05.21,0,718205
