iso_code,date,new_cases,people_fully_vaccinated
OWID_HIC,13.12.20,324329,4751
OWID_NAM,13.12.20,210833,4751
OWID_WRL,13.12.20,535483,4751
USA,13.12.20,191846,4751
OWID_HIC,14.12.20,340255,4853
OWID_NAM,14.12.20,231974,4853
OWID_WRL,14.12.20,545390,4853
USA,14.12.20,212054,4853
OWID_HIC,15.12.20,398678,5093
OWID_NAM,15.12.20,246359,5093
OWID_WRL,15.12.20,658799,5093
USA,15.12.20,223199,5093
OWID_HIC,16.12.20,444784,5545
OWID_NAM,16.12.20,260669,5545
OWID_WRL,16.12.20,723625,5545
USA,16.12.20,236809,5545
OWID_HIC,17.12.20,457647,6277
OWID_NAM,17.12.20,264866,6277
OWID_WRL,17.12.20,742151,6277
USA,17.12.20,238982,6277
OWID_HIC,18.12.20,456999,7504
OWID_NAM,18.12.20,276507,7504
OWID_WRL,18.12.20,723431,7504
USA,18.12.20,250499,7504
ISR,19.12.20,2734,4
OWID_ASI,19.12.20,95657,4
OWID_HIC,19.12.20,366446,8545
OWID_NAM,19.12.20,222982,8541
OWID_WRL,19.12.20,618751,8545
USA,19.12.20,198794,8541
ISR,20.12.20,1874,4
OWID_ASI,20.12.20,87502,4
OWID_HIC,20.12.20,333060,9297
OWID_NAM,20.12.20,211789,9293
OWID_WRL,20.12.20,539459,9297
USA,20.12.20,193421,9293
CHE,21.12.20,10002,1
ISR,21.12.20,3499,4
OWID_ASI,21.12.20,79419,4
OWID_EUR,21.12.20,187251,1
OWID_HIC,21.12.20,359463,10730
OWID_NAM,21.12.20,219852,10725
OWID_WRL,21.12.20,554103,10730
USA,21.12.20,200925,10725
CAN,22.12.20,6231,1
CHE,22.12.20,4275,1
ISR,22.12.20,4228,4
OWID_ASI,22.12.20,89955,4
OWID_EUR,22.12.20,243718,1
OWID_HIC,22.12.20,412459,13540
OWID_NAM,22.12.20,229113,13535
OWID_WRL,22.12.20,664966,13540
USA,22.12.20,203449,13534
CAN,23.12.20,6897,1
CHE,23.12.20,5033,1
ISR,23.12.20,2535,4
OWID_ASI,23.12.20,90026,4
OWID_EUR,23.12.20,252913,1
OWID_HIC,23.12.20,439381,16392
OWID_NAM,23.12.20,247741,16387
OWID_WRL,23.12.20,691974,16392
USA,23.12.20,222520,16386
CAN,24.12.20,6732,1
CHE,24.12.20,4898,1
ISR,24.12.20,4656,4
OWID_ASI,24.12.20,88721,4
OWID_EUR,24.12.20,254427,1
OWID_HIC,24.12.20,432893,17527
OWID_NAM,24.12.20,237889,17522
OWID_WRL,24.12.20,688579,17527
USA,24.12.20,211528,17521
CAN,25.12.20,4047,1
CHE,25.12.20,0,1
ISR,25.12.20,4713,4
OWID_ASI,25.12.20,86064,4
OWID_EUR,25.12.20,181848,1
OWID_HIC,25.12.20,267053,17624
OWID_NAM,25.12.20,140230,17619
OWID_WRL,25.12.20,488959,17624
USA,25.12.20,120705,17618
CAN,26.12.20,5201,1
CHE,26.12.20,0,1
ISR,26.12.20,4273,4
OWID_ASI,26.12.20,75879,4
OWID_EUR,26.12.20,139901,1
OWID_HIC,26.12.20,339583,18552
OWID_NAM,26.12.20,240956,18547
OWID_WRL,26.12.20,515970,18552
USA,26.12.20,226988,18546
CAN,27.12.20,5465,1
CHE,27.12.20,0,1
DEU,27.12.20,12399,19
ISR,27.12.20,2806,4
OWID_ASI,27.12.20,71533,4
OWID_EUN,27.12.20,61477,19
OWID_EUR,27.12.20,135404,20
OWID_HIC,27.12.20,244082,19326
OWID_NAM,27.12.20,151682,19302
OWID_WRL,27.12.20,413026,19326
USA,27.12.20,135776,19301
CAN,28.12.20,6507,1
CHE,28.12.20,10087,4
DEU,28.12.20,14004,83
EST,28.12.20,416,1
IRL,28.12.20,765,28
ISR,28.12.20,5815,4
OWID_ASI,28.12.20,69955,4
OWID_EUN,28.12.20,81814,112
OWID_EUR,28.12.20,172249,116
OWID_HIC,28.12.20,325046,23385
OWID_NAM,28.12.20,193354,23265
OWID_WRL,28.12.20,501963,23385
USA,28.12.20,173625,23264
BEL,29.12.20,1677,11
CAN,29.12.20,8667,2
CHE,29.12.20,4197,7
CZE,29.12.20,10862,1
DEU,29.12.20,19112,735
DNK,29.12.20,2621,1
EST,29.12.20,475,2
IRL,29.12.20,1545,29
ISR,29.12.20,5113,5
OWID_ASI,29.12.20,81720,5
OWID_EUN,29.12.20,150145,779
OWID_EUR,29.12.20,250436,786
OWID_HIC,29.12.20,428742,29132
OWID_NAM,29.12.20,232616,28341
OWID_WRL,29.12.20,670871,29132
USA,29.12.20,202593,28339
BEL,30.12.20,2831,21
CAN,30.12.20,8750,2
CHE,30.12.20,5424,8
CZE,30.12.20,16420,1
DEU,30.12.20,31941,769
DNK,30.12.20,2783,1
EST,30.12.20,973,3
IRL,30.12.20,1718,29
ISR,30.12.20,4186,5
LVA,30.12.20,1367,1
OWID_ASI,30.12.20,83750,5
OWID_EUN,30.12.20,186368,825
OWID_EUR,30.12.20,285621,833
OWID_HIC,30.12.20,480440,36206
OWID_NAM,30.12.20,249707,35368
OWID_WRL,30.12.20,737690,36206
USA,30.12.20,219911,35366
BEL,31.12.20,2254,21
CAN,31.12.20,6856,2
CHE,31.12.20,4391,9
CZE,31.12.20,17039,1
DEU,31.12.20,23233,856
DNK,31.12.20,2249,1
EST,31.12.20,734,3
IRL,31.12.20,1622,30
ISR,31.12.20,6678,5
LVA,31.12.20,1861,1
OWID_ASI,31.12.20,85099,5
OWID_EUN,31.12.20,173996,913
OWID_EUR,31.12.20,280162,922
OWID_HIC,31.12.20,566591,39348
OWID_NAM,31.12.20,339987,38421
OWID_WRL,31.12.20,829009,39348
USA,31.12.20,312022,38419
BEL,01.01.21,1793,21
CAN,01.01.21,3731,3
CHE,01.01.21,0,10
CZE,01.01.21,13361,1
DEU,01.01.21,15575,870
DNK,01.01.21,2451,2
EST,01.01.21,416,3
IRL,01.01.21,1753,30
ISR,01.01.21,5248,5
LVA,01.01.21,711,2
OWID_ASI,01.01.21,75378,5
OWID_EUN,01.01.21,131441,929
OWID_EUR,01.01.21,228484,939
OWID_HIC,01.01.21,373709,45455
OWID_NAM,01.01.21,193613,44511
OWID_WRL,01.01.21,571161,45455
USA,01.01.21,172389,44508
BEL,02.01.21,880,34
CAN,02.01.21,6931,3
CHE,02.01.21,0,10
CZE,02.01.21,3447,1
DEU,02.01.21,11036,948
DNK,02.01.21,1611,2
EST,02.01.21,383,3
IRL,02.01.21,3394,30
ISR,02.01.21,6289,5
LVA,02.01.21,314,2
OWID_ASI,02.01.21,70806,5
OWID_EUN,02.01.21,64742,1020
OWID_EUR,02.01.21,159723,1030
OWID_HIC,02.01.21,427736,48353
OWID_NAM,02.01.21,299285,47318
OWID_WRL,02.01.21,591570,48353
USA,02.01.21,282395,47315
BEL,03.01.21,842,34
CAN,03.01.21,10645,3
CHE,03.01.21,0,10
CZE,03.01.21,5012,1
DEU,03.01.21,10356,957
DNK,03.01.21,1170,2
EST,03.01.21,342,3
IRL,03.01.21,4961,32
ISR,03.01.21,6743,5
LVA,03.01.21,568,2
OWID_ASI,03.01.21,69199,5
OWID_EUN,03.01.21,78246,1032
OWID_EUR,03.01.21,168640,1042
OWID_HIC,03.01.21,362523,50787
OWID_NAM,03.01.21,223323,49740
OWID_WRL,03.01.21,522749,50787
SVN,03.01.21,743,1
USA,03.01.21,204017,49737
BEL,04.01.21,876,45
CAN,04.01.21,10065,3
CHE,04.01.21,9665,11
CZE,04.01.21,6233,1
DEU,04.01.21,12320,1075
DNK,04.01.21,2076,3
EST,04.01.21,390,3
IRL,04.01.21,6110,35
ISR,04.01.21,6631,7
ITA,04.01.21,10798,9
LVA,04.01.21,621,3
OWID_ASI,04.01.21,72400,7
OWID_EUN,04.01.21,101242,1175
OWID_EUR,04.01.21,203731,1186
OWID_HIC,04.01.21,378599,96482
OWID_NAM,04.01.21,210899,95289
OWID_WRL,04.01.21,559428,96482
SVN,04.01.21,772,1
USA,04.01.21,185531,95286
BEL,05.01.21,1848,71
CAN,05.01.21,7328,6
CHE,05.01.21,4020,13
CZE,05.01.21,12921,3
DEU,05.01.21,18349,1170
DNK,05.01.21,1992,4
EST,05.01.21,429,10
IRL,05.01.21,5325,40
ISR,05.01.21,7966,9
ITA,05.01.21,15375,11
LVA,05.01.21,824,3
OWID_ASI,05.01.21,82660,11
OWID_EUN,05.01.21,179797,1313
OWID_EUR,05.01.21,282876,1326
OWID_HIC,05.01.21,497416,184644
OWID_NAM,05.01.21,255690,183307
OWID_WRL,05.01.21,743971,184644
SGP,05.01.21,28,2
SVN,05.01.21,2512,1
USA,05.01.21,229830,183301
BEL,06.01.21,2997,99
CAN,06.01.21,8308,448
CHE,06.01.21,4808,19
CZE,06.01.21,17332,4
DEU,06.01.21,26663,1257
DNK,06.01.21,2216,4
EST,06.01.21,717,11
IRL,06.01.21,7832,46
ISR,06.01.21,7309,11
ITA,06.01.21,20326,13
LVA,06.01.21,1229,6
NOR,06.01.21,787,11
OWID_ASI,06.01.21,87739,14
OWID_EUN,06.01.21,168382,1442
OWID_EUR,06.01.21,275497,1472
OWID_HIC,06.01.21,519698,357182
OWID_NAM,06.01.21,291893,355696
OWID_WRL,06.01.21,793834,357182
SGP,06.01.21,31,3
SVN,06.01.21,3354,2
USA,06.01.21,260228,355248
BEL,07.01.21,2923,120
CAN,07.01.21,8540,1424
CHE,07.01.21,3975,25
CZE,07.01.21,17773,4
DEU,07.01.21,45333,1448
DNK,07.01.21,1842,6
EST,07.01.21,1084,12
IRL,07.01.21,6503,51
ISR,07.01.21,7600,17
ITA,07.01.21,18416,15
LVA,07.01.21,1374,6
NOR,07.01.21,825,12
OWID_ASI,07.01.21,87805,21
OWID_EUN,07.01.21,225554,1664
OWID_EUR,07.01.21,321707,1701
OWID_HIC,07.01.21,598858,637886
OWID_NAM,07.01.21,318706,636164
OWID_WRL,07.01.21,892208,637886
SGP,07.01.21,33,4
SVN,07.01.21,2821,2
USA,07.01.21,287874,634740
BEL,08.01.21,2048,167
CAN,08.01.21,9395,2694
CHE,08.01.21,3219,43
CZE,08.01.21,14861,5
DEU,08.01.21,19077,1552
DNK,08.01.21,1660,7
EST,08.01.21,786,14
IRL,08.01.21,8227,56
ISR,08.01.21,6309,21
ITA,08.01.21,17529,15
LVA,08.01.21,1237,10
NOR,08.01.21,684,22
OWID_ASI,08.01.21,67522,28
OWID_EUN,08.01.21,170846,1829
OWID_EUR,08.01.21,279925,1894
OWID_HIC,08.01.21,575599,1001397
OWID_NAM,08.01.21,336923,999475
OWID_WRL,08.01.21,825544,1001397
SGP,08.01.21,23,7
SVN,08.01.21,2084,3
USA,08.01.21,304501,996781
BEL,09.01.21,1991,182
CAN,09.01.21,7274,3936
CHE,09.01.21,0,48
CZE,09.01.21,13115,6
DEU,09.01.21,22824,1703
DNK,09.01.21,1743,9
EST,09.01.21,552,14
IRL,09.01.21,4843,59
ISR,09.01.21,8077,46
ITA,09.01.21,19976,15
LVA,09.01.21,1170,10
NOR,09.01.21,443,24
OWID_ASI,09.01.21,104993,55
OWID_EUN,09.01.21,138616,2001
OWID_EUR,09.01.21,231724,2073
OWID_HIC,09.01.21,491163,1131158
OWID_NAM,09.01.21,296214,1129030
OWID_WRL,09.01.21,755836,1131158
SGP,09.01.21,29,9
SVN,09.01.21,1889,3
USA,09.01.21,263448,1125094
ARE,10.01.21,2876,250000
BEL,10.01.21,1569,184
CAN,10.01.21,6729,3952
CHE,10.01.21,0,49
CZE,10.01.21,8449,7
DEU,10.01.21,948,1821
DNK,10.01.21,1246,9
EST,10.01.21,427,14
GBR,10.01.21,54957,391399
IRL,10.01.21,6886,61
ISR,10.01.21,5885,6042
ITA,10.01.21,18625,15
LVA,10.01.21,616,11
NOR,10.01.21,555,30
OWID_ASI,10.01.21,76499,256051
OWID_EUN,10.01.21,93510,2125
OWID_EUR,10.01.21,184790,393603
OWID_HIC,10.01.21,388127,1847654
OWID_NAM,10.01.21,235698,1198000
OWID_WRL,10.01.21,589469,1847654
SGP,10.01.21,42,9
SVN,10.01.21,763,3
USA,10.01.21,212946,1194048
BEL,11.01.21,960,203
CAN,11.01.21,8249,3963
CHE,11.01.21,6523,59
CZE,11.01.21,4289,9
DEU,11.01.21,11706,1922
DNK,11.01.21,1239,9
EST,11.01.21,289,15
GBR,11.01.21,46191,412167
IRL,11.01.21,4926,67
ISR,11.01.21,9754,25297
ITA,11.01.21,12530,18
LVA,11.01.21,331,11
NOR,11.01.21,429,40
OWID_ASI,11.01.21,74317,275308
OWID_EUN,11.01.21,127491,2395
OWID_EUR,11.01.21,213573,414661
OWID_HIC,11.01.21,413966,2209606
OWID_NAM,11.01.21,227037,1519637
OWID_WRL,11.01.21,614273,2209606
PRT,11.01.21,5604,138
SGP,11.01.21,22,11
SVN,11.01.21,432,3
USA,11.01.21,203636,1515674
BEL,12.01.21,2099,234
CAN,12.01.21,6391,5516
CHE,12.01.21,2851,66
CZE,12.01.21,9345,11
DEU,12.01.21,27210,1986
DNK,12.01.21,1076,10
EST,12.01.21,333,18
GBR,12.01.21,45544,428232
IRL,12.01.21,3052,73
ISR,12.01.21,8990,60958
ITA,12.01.21,14242,18
LVA,12.01.21,878,14
NOR,12.01.21,712,49
OWID_ASI,12.01.21,82134,310971
OWID_EUN,12.01.21,156112,2505
OWID_EUR,12.01.21,240394,430852
OWID_HIC,12.01.21,451223,2577366
OWID_NAM,12.01.21,251679,1835543
OWID_WRL,12.01.21,703185,2577366
PRT,12.01.21,7259,138
SGP,12.01.21,17,13
SVN,12.01.21,1874,3
USA,12.01.21,220490,1830027
BEL,13.01.21,2927,373
CAN,13.01.21,7082,13286
CHE,13.01.21,3001,192
CHL,13.01.21,3390,1032
CZE,13.01.21,10801,11
DEU,13.01.21,25566,2187
DNK,13.01.21,1358,15
EST,13.01.21,853,22
GBR,13.01.21,47539,437977
IRL,13.01.21,3553,77
ISR,13.01.21,9997,117820
ITA,13.01.21,15773,18
LVA,13.01.21,1255,20
NOR,13.01.21,667,59
OWID_ASI,13.01.21,87303,367834
OWID_EUN,13.01.21,177391,2866
OWID_EUR,13.01.21,265729,441094
OWID_HIC,13.01.21,486370,2922952
OWID_NAM,13.01.21,262233,2112992
OWID_SAM,13.01.21,100784,1032
OWID_WRL,13.01.21,750210,2922952
PRT,13.01.21,10556,138
SGP,13.01.21,38,14
SVN,13.01.21,2092,5
USA,13.01.21,229793,2099706
AUT,14.01.21,3510,1
BEL,14.01.21,2637,400
CAN,14.01.21,7262,16356
CHE,14.01.21,2474,259
CHL,14.01.21,4187,5829
CZE,14.01.21,10922,15
DEU,14.01.21,21343,2403
DNK,14.01.21,0,16
EST,14.01.21,630,30
GBR,14.01.21,48695,443234
IRL,14.01.21,3913,80
ISR,14.01.21,9754,186651
ITA,14.01.21,17243,18
LVA,14.01.21,950,25
NOR,14.01.21,454,69
OWID_ASI,14.01.21,86325,436666
OWID_EUN,14.01.21,168549,3132
OWID_EUR,14.01.21,259785,446694
OWID_HIC,14.01.21,485881,3140426
OWID_NAM,14.01.21,266351,2251237
OWID_SAM,14.01.21,110076,5829
OWID_WRL,14.01.21,756918,3140426
PRT,14.01.21,10698,138
SGP,14.01.21,45,15
SVN,14.01.21,1793,6
USA,14.01.21,234461,2234881
AUT,15.01.21,1528,4
BEL,15.01.21,2203,428
CAN,15.01.21,6844,19413
CHE,15.01.21,2396,313
CHL,15.01.21,4468,8304
CRI,15.01.21,945,55
CZE,15.01.21,8083,16
DEU,15.01.21,8593,3325
DNK,15.01.21,2161,21
EST,15.01.21,475,41
GBR,15.01.21,55777,447442
IRL,15.01.21,3491,82
ISR,15.01.21,5235,222578
ITA,15.01.21,16144,18
LVA,15.01.21,1084,25
MEX,15.01.21,21366,1958
NOR,15.01.21,466,72
OWID_ASI,15.01.21,82582,472596
OWID_EUN,15.01.21,149971,4252
OWID_EUR,15.01.21,247740,452079
OWID_HIC,15.01.21,482882,3307244
OWID_NAM,15.01.21,283389,2376278
OWID_SAM,15.01.21,128920,8304
OWID_UMC,15.01.21,221127,2013
OWID_WRL,15.01.21,774255,3309257
PRT,15.01.21,10663,138
SGP,15.01.21,30,18
SVN,15.01.21,1544,154
USA,15.01.21,247927,2354852
AUT,16.01.21,1723,16
BEL,16.01.21,2120,442
CAN,16.01.21,6060,20597
CHE,16.01.21,0,318
CHL,16.01.21,4313,8371
CZE,16.01.21,9301,20
DEU,16.01.21,14817,4549
DNK,16.01.21,879,31
EST,16.01.21,595,44
FRA,16.01.21,21406,83
GBR,16.01.21,41345,450062
GRC,16.01.21,510,2
IRL,16.01.21,3232,85
ISR,16.01.21,8450,248581
ITA,16.01.21,16310,18
LVA,16.01.21,1031,26
MEX,16.01.21,20523,2221
NOR,16.01.21,243,76
OWID_ASI,16.01.21,85560,498601
OWID_EUN,16.01.21,108679,5608
OWID_EUR,16.01.21,187352,456064
OWID_HIC,16.01.21,394439,3410122
OWID_NAM,16.01.21,250419,2449362
OWID_SAM,16.01.21,100716,8371
OWID_UMC,16.01.21,189353,2276
OWID_WRL,16.01.21,651609,3412398
PRT,16.01.21,10947,138
SGP,16.01.21,24,20
SVN,16.01.21,1540,154
USA,16.01.21,215544,2426489
AUT,17.01.21,1267,404
BEL,17.01.21,1630,467
CAN,17.01.21,6052,21855
CHE,17.01.21,0,321
CHL,17.01.21,4339,8371
CZE,17.01.21,5253,656
DEU,17.01.21,11484,21565
DNK,17.01.21,889,661
EST,17.01.21,388,110
FIN,17.01.21,236,5
FRA,17.01.21,16642,124
GBR,17.01.21,38605,452301
IRL,17.01.21,2946,89
ISR,17.01.21,8190,333159
ITA,17.01.21,12544,3007
LTU,17.01.21,842,1094
LVA,17.01.21,567,31
MEX,17.01.21,11170,3434
NOR,17.01.21,206,84
OMN,17.01.21,526,673
OWID_ASI,17.01.21,75175,583855
OWID_EUN,17.01.21,83359,34572
OWID_EUR,17.01.21,157052,487278
OWID_HIC,17.01.21,329339,3569007
OWID_NAM,17.01.21,201525,2493867
OWID_SAM,17.01.21,68952,8371
OWID_UMC,17.01.21,140312,4364
OWID_WRL,17.01.21,529351,3573371
POL,17.01.21,5970,671
PRT,17.01.21,10385,1299
ROU,17.01.21,2156,875
SGP,17.01.21,30,23
SVK,17.01.21,1701,2800
SVN,17.01.21,569,155
SWE,17.01.21,0,557
USA,17.01.21,178539,2468523
AUT,18.01.21,1161,1330
BEL,18.01.21,932,629
BGR,18.01.21,570,1114
CAN,18.01.21,6125,22590
CHE,18.01.21,4703,1076
CHL,18.01.21,3918,8371
CRI,18.01.21,1829,132
CZE,18.01.21,2693,2483
DEU,18.01.21,9253,37195
DNK,18.01.21,807,2336
ESP,18.01.21,84287,2315
EST,18.01.21,265,487
FRA,18.01.21,3736,282
GBR,18.01.21,37542,456866
GRC,18.01.21,318,423
HUN,18.01.21,875,1643
IRL,18.01.21,2117,94
ISR,18.01.21,6560,453547
ITA,18.01.21,8825,8103
LTU,18.01.21,477,2779
LUX,18.01.21,260,447
LVA,18.01.21,244,614
MEX,18.01.21,8074,6546
NOR,18.01.21,383,394
OMN,18.01.21,221,1985
OWID_ASI,18.01.21,64797,705555
OWID_EUN,18.01.21,136776,72789
OWID_EUR,18.01.21,210831,531125
OWID_HIC,18.01.21,346568,3959640
OWID_NAM,18.01.21,162747,2724331
OWID_SAM,18.01.21,59141,8371
OWID_UMC,18.01.21,124635,9742
OWID_WRL,18.01.21,520013,3969382
POL,18.01.21,3332,3468
PRT,18.01.21,6702,1414
ROU,18.01.21,1509,1950
SGP,18.01.21,14,23
SVN,18.01.21,299,321
USA,18.01.21,141582,2695063
AUT,19.01.21,1486,2839
BEL,19.01.21,1479,870
BGR,19.01.21,544,3168
CAN,19.01.21,5159,24840
CHE,19.01.21,2260,1780
CHL,19.01.21,3401,8372
CZE,19.01.21,7651,5210
DEU,19.01.21,12233,73191
DNK,19.01.21,724,4212
ESP,19.01.21,34291,9341
EST,19.01.21,597,894
FRA,19.01.21,24023,405
GBR,19.01.21,33371,460625
GRC,19.01.21,537,1072
HUN,19.01.21,573,2939
IRL,19.01.21,1996,110
ISR,19.01.21,7380,591338
ITA,19.01.21,10496,9892
LTU,19.01.21,867,6709
LUX,19.01.21,85,794
LVA,19.01.21,812,1423
MEX,19.01.21,18894,9609
NOR,19.01.21,422,1229
OMN,19.01.21,135,3276
OWID_ASI,19.01.21,74815,844646
OWID_EUN,19.01.21,138649,151226
OWID_EUR,19.01.21,206031,614860
OWID_HIC,19.01.21,353633,4535022
OWID_NAM,19.01.21,186652,3082674
OWID_SAM,19.01.21,99042,8372
OWID_UMC,19.01.21,178950,15530
OWID_WRL,19.01.21,590029,4550552
POL,19.01.21,4890,11174
PRT,19.01.21,10455,9032
ROU,19.01.21,2745,2621
SGP,19.01.21,30,32
SVN,19.01.21,1713,1968
USA,19.01.21,154484,3048093
ARG,20.01.21,12112,4394
AUT,20.01.21,1671,4195
BEL,20.01.21,3006,1364
BGR,20.01.21,482,4293
CAN,20.01.21,5772,37992
CHE,20.01.21,2727,2692
CHL,20.01.21,3589,8372
CZE,20.01.21,9628,7873
DEU,20.01.21,29003,127048
DNK,20.01.21,886,5919
ESP,20.01.21,41576,15642
EST,20.01.21,603,1528
FRA,20.01.21,26758,559
GBR,20.01.21,38917,464036
GRC,20.01.21,511,1664
HUN,20.01.21,976,4030
IRL,20.01.21,2485,1067
ISL,20.01.21,5,480
ISR,20.01.21,10213,735039
ITA,20.01.21,13568,14497
LTU,20.01.21,1232,8555
LUX,20.01.21,229,1243
LVA,20.01.21,1088,2183
MEX,20.01.21,20548,11402
NOR,20.01.21,431,1938
OMN,20.01.21,171,4775
OWID_ASI,20.01.21,81694,989886
OWID_EUN,20.01.21,177115,259811
OWID_EUR,20.01.21,250686,728957
OWID_HIC,20.01.21,436072,5220775
OWID_NAM,20.01.21,222378,3515200
OWID_SAM,20.01.21,117787,12766
OWID_UMC,20.01.21,200348,26034
OWID_WRL,20.01.21,700891,5246809
POL,20.01.21,6943,24992
PRT,20.01.21,14647,18207
ROU,20.01.21,3000,5813
SGP,20.01.21,40,72
SVN,20.01.21,1714,5777
USA,20.01.21,188540,3465674
ARG,21.01.21,11396,16352
AUT,21.01.21,1702,4370
BEL,21.01.21,2571,1424
BGR,21.01.21,455,4532
CAN,21.01.21,6283,43792
CHE,21.01.21,2205,3264
CHL,21.01.21,4367,8372
CZE,21.01.21,8228,9619
DEU,21.01.21,8277,167957
DNK,21.01.21,760,8055
ESP,21.01.21,44357,49056
EST,21.01.21,668,2209
FRA,21.01.21,22587,688
GBR,21.01.21,37901,466796
GRC,21.01.21,506,2261
HUN,21.01.21,1410,5815
IRL,21.01.21,2598,2023
ISR,21.01.21,7027,899407
ITA,21.01.21,14055,34455
LTU,21.01.21,1277,9194
LUX,21.01.21,115,1243
LVA,21.01.21,902,2204
MEX,21.01.21,22339,18018
NOR,21.01.21,372,2117
OWID_ASI,21.01.21,76524,1154257
OWID_EUN,21.01.21,152413,390445
OWID_EUR,21.01.21,227222,863102
OWID_HIC,21.01.21,411062,5792762
OWID_NAM,21.01.21,227570,3799556
OWID_SAM,21.01.21,97088,24724
OWID_UMC,21.01.21,181613,48877
OWID_WRL,21.01.21,656493,5841639
POL,21.01.21,7008,39686
PRT,21.01.21,13544,23181
ROU,21.01.21,2878,9843
SGP,21.01.21,38,75
SVN,21.01.21,1455,9268
USA,21.01.21,191356,3737614
ARG,22.01.21,10753,25146
AUT,22.01.21,2088,4984
BEL,22.01.21,2444,1507
BGR,22.01.21,566,4605
CAN,22.01.21,5730,50128
CHE,22.01.21,2156,3754
CHL,22.01.21,4959,8376
CZE,22.01.21,7488,10665
DEU,22.01.21,16366,201537
DNK,22.01.21,773,13267
ESP,22.01.21,42885,68456
EST,22.01.21,489,2486
FRA,22.01.21,23292,848
GBR,22.01.21,40268,468617
GRC,22.01.21,562,2579
HUN,22.01.21,1311,6944
IRL,22.01.21,2357,2985
ISR,22.01.21,6159,970497
ITA,22.01.21,13633,48617
LTU,22.01.21,1033,9264
LUX,22.01.21,119,1244
LVA,22.01.21,876,2227
MEX,22.01.21,21007,20083
NOR,22.01.21,306,2136
OWID_ASI,22.01.21,75670,1225349
OWID_EUN,22.01.21,157269,478159
OWID_EUR,22.01.21,233037,953146
OWID_HIC,22.01.21,418660,6166558
OWID_NAM,22.01.21,227101,4015761
OWID_SAM,22.01.21,102622,33522
OWID_UMC,22.01.21,182528,61220
OWID_WRL,22.01.21,664447,6227778
POL,22.01.21,6693,45479
PRT,22.01.21,13987,25585
ROU,22.01.21,2699,11254
SGP,22.01.21,15,77
SVN,22.01.21,1446,10264
USA,22.01.21,193247,3945418
ARG,23.01.21,8362,29188
AUT,23.01.21,1626,4997
BEL,23.01.21,2583,1528
BGR,23.01.21,266,4610
CAN,23.01.21,4739,54510
CHE,23.01.21,0,3850
CHL,23.01.21,4581,8376
CYP,23.01.21,122,2057
CZE,23.01.21,8514,11546
DEU,23.01.21,12430,248057
DNK,23.01.21,879,19481
EST,23.01.21,483,2498
FRA,23.01.21,24093,898
GBR,23.01.21,33568,469660
GRC,23.01.21,605,3135
HUN,23.01.21,1344,8135
IRL,23.01.21,1905,3441
ISR,23.01.21,4933,1024063
ITA,23.01.21,13331,81956
LTU,23.01.21,1007,9264
LUX,23.01.21,0,1244
LVA,23.01.21,910,2229
MEX,23.01.21,20057,22472
NOR,23.01.21,238,2145
OMN,23.01.21,0,5902
OWID_ASI,23.01.21,73152,1280045
OWID_EUN,23.01.21,107065,577131
OWID_EUR,23.01.21,172347,1053266
OWID_HIC,23.01.21,341381,6473650
OWID_NAM,23.01.21,209450,4172055
OWID_SAM,23.01.21,91690,37564
OWID_UMC,23.01.21,170405,69280
OWID_WRL,23.01.21,574016,6542930
POL,23.01.21,6431,46980
PRT,23.01.21,15333,29625
ROU,23.01.21,2719,12878
SGP,23.01.21,10,80
SVN,23.01.21,1541,10754
USA,23.01.21,177842,4094941
ARG,24.01.21,5031,31987
AUT,24.01.21,1202,5013
BEL,24.01.21,1812,1557
BGR,24.01.21,121,4610
CAN,24.01.21,4387,57169
CHE,24.01.21,0,3862
CHL,24.01.21,4463,8376
CZE,24.01.21,4256,12415
DEU,24.01.21,10078,270184
DNK,24.01.21,754,24965
ESP,24.01.21,0,88698
EST,24.01.21,532,2498
FIN,24.01.21,246,4962
FRA,24.01.21,18436,925
GBR,24.01.21,30037,470478
GGY,24.01.21,,522
HUN,24.01.21,1257,9403
IRL,24.01.21,1370,3837
ISR,24.01.21,3442,1164710
ITA,24.01.21,11628,112738
LTU,24.01.21,773,9264
LVA,24.01.21,512,2234
MEX,24.01.21,10872,25185
MLT,24.01.21,116,1198
NOR,24.01.21,279,2155
OMN,24.01.21,558,7992
OWID_ASI,24.01.21,66923,1422783
OWID_EUN,24.01.21,85888,684681
OWID_EUR,24.01.21,146095,1162178
OWID_HIC,24.01.21,278845,6814962
OWID_NAM,24.01.21,161825,4264707
OWID_SAM,24.01.21,67502,40363
OWID_UMC,24.01.21,129478,75069
OWID_WRL,24.01.21,462542,6890031
POL,24.01.21,4566,47721
PRT,24.01.21,11721,30142
ROU,24.01.21,1816,13155
SGP,24.01.21,48,81
SVK,24.01.21,8420,9773
SVN,24.01.21,537,10889
SWE,24.01.21,0,12064
USA,24.01.21,141438,4182221
ARG,25.01.21,7578,32264
AUT,25.01.21,1009,5134
BEL,25.01.21,1192,1605
BGR,25.01.21,772,4669
CAN,25.01.21,5632,65406
CHE,25.01.21,4320,5317
CHL,25.01.21,4068,9779
CRI,25.01.21,1437,2421
CZE,25.01.21,2387,15389
DEU,25.01.21,6887,308912
DNK,25.01.21,625,27137
ESP,25.01.21,93822,123697
EST,25.01.21,259,3187
FRA,25.01.21,4240,2133
GBR,25.01.21,22218,472446
